customerid,recency,frequency,monetary,rfm,RFM_Category
23181,13,13,588.96,143,Other Segments
21518,12,12,144.45,143,Other Segments
26928,58,58,597.95,143,Other Segments
22577,33,33,561.48,143,Other Segments
17668,38,38,553.97,143,Other Segments
22225,35,35,603.49,143,Other Segments
26616,18,18,751.34,143,Other Segments
26945,63,63,777.34,143,Other Segments
23456,70,70,157.27,143,Other Segments
26513,39,39,777.34,143,Other Segments
23204,5,5,562.96,143,Other Segments
29069,38,38,756.33,143,Other Segments
19480,41,133,967.375,143,Other Segments
22411,39,39,588.96,143,Other Segments
25328,30,30,89.97,143,Other Segments
18189,67,67,539.99,143,Other Segments
26848,43,43,607.96,143,Other Segments
20891,60,60,589.98,143,Other Segments
19517,49,115,969.235,143,Other Segments
11073,52,65,84.465,143,Other Segments
15418,36,35,77.41,143,Other Segments
15564,65,65,86.96,143,Other Segments
15146,19,15,80.97,143,Other Segments
18647,26,26,599.47,143,Other Segments
20728,57,57,709.26,143,Other Segments
29945,1,69,871.7556,143,Other Segments
22285,18,18,89.97,143,Other Segments
21830,52,52,539.99,143,Other Segments
13672,35,35,119.98,143,Other Segments
19689,47,47,680.94,143,Other Segments
26868,51,51,539.99,143,Other Segments
29839,63,77,364.7154,143,Other Segments
12610,24,24,92.96,143,Other Segments
21000,66,66,539.99,143,Other Segments
23158,38,38,599.47,143,Other Segments
18083,32,32,89.97,143,Other Segments
28488,45,45,742.35,143,Other Segments
19434,37,144,967.375,143,Other Segments
16045,63,63,819.48,143,Other Segments
18475,28,28,616.91,143,Other Segments
13758,45,89,118.935,143,Other Segments
22789,15,15,574.98,143,Other Segments
27844,44,44,89.97,143,Other Segments
11359,4,4,826.46,143,Other Segments
14805,40,40,101.46,143,Other Segments
14997,2,2,564.98,143,Other Segments
14725,26,68,114.425,143,Other Segments
11273,70,39,136.615,143,Other Segments
14413,59,141,944.9537,143,Other Segments
29604,32,76,364.077,143,Other Segments
22571,57,57,653.46,143,Other Segments
19657,40,40,756.26,143,Other Segments
14748,1,1,124.99,143,Other Segments
29498,63,123,180.8533,143,Other Segments
26942,38,38,588.96,143,Other Segments
26965,33,33,776.33,143,Other Segments
23238,24,24,617.47,143,Other Segments
30085,1,69,675.9434,143,Other Segments
28021,23,23,78.98,143,Other Segments
30062,1,92,354.774,143,Other Segments
16096,67,76,94.02,143,Other Segments
12246,46,46,572.26,143,Other Segments
12146,33,33,99.47,143,Other Segments
28359,25,25,78.98,143,Other Segments
27858,12,12,75.47,143,Other Segments
16033,36,36,819.48,143,Other Segments
22674,30,30,574.98,143,Other Segments
16666,6,87,102.72,143,Other Segments
22623,34,34,553.97,143,Other Segments
26759,16,16,123.98,143,Other Segments
21847,8,8,187.98,143,Other Segments
28325,63,63,574.98,143,Other Segments
19706,36,36,617.95,143,Other Segments
28319,41,41,556.93,143,Other Segments
12444,29,50,76.1433,143,Other Segments
14087,24,58,113.99,143,Other Segments
28388,44,44,751.34,143,Other Segments
18040,33,33,193.98,143,Other Segments
14631,16,16,848.47,143,Other Segments
24864,13,13,155.72,143,Other Segments
23144,57,57,548.98,143,Other Segments
17233,29,29,769.49,143,Other Segments
14576,21,21,777.44,143,Other Segments
22777,57,57,193.98,143,Other Segments
27512,30,30,539.99,143,Other Segments
23098,6,6,563.77,143,Other Segments
17479,57,46,81.7,143,Other Segments
21701,54,54,77.92,143,Other Segments
29032,51,51,811.32,143,Other Segments
29959,63,84,364.3861,143,Other Segments
15054,24,24,576.95,143,Other Segments
15893,39,132,714.47,143,Other Segments
11808,11,32,102.8,143,Other Segments
25992,50,50,539.99,143,Other Segments
27366,53,130,661.49,143,Other Segments
27343,26,26,132.97,143,Other Segments
22583,19,19,639.95,143,Other Segments
29138,46,46,796.34,143,Other Segments
15115,22,22,94.48,143,Other Segments
14617,19,19,839.46,143,Other Segments
15636,51,51,78.96,143,Other Segments
28534,15,15,603.49,143,Other Segments
14946,48,48,596.96,143,Other Segments
19738,1,1,604.96,143,Other Segments
19692,60,60,94.48,143,Other Segments
22271,43,43,612.95,143,Other Segments
22294,40,40,650.45,143,Other Segments
19669,38,38,78.98,143,Other Segments
14806,49,50,121.47,143,Other Segments
17213,19,21,89.975,143,Other Segments
19566,46,37,82.455,143,Other Segments
28434,49,49,751.34,143,Other Segments
17551,42,42,128.95,143,Other Segments
16054,20,20,826.46,143,Other Segments
26937,33,33,619.46,143,Other Segments
14494,53,121,884.9637,143,Other Segments
28992,13,13,78.98,143,Other Segments
20359,55,55,78.98,143,Other Segments
28059,9,9,82.47,143,Other Segments
29682,32,72,329.282,143,Other Segments
22443,60,60,553.97,143,Other Segments
22609,55,55,608.96,143,Other Segments
22423,50,50,583.97,143,Other Segments
28494,13,13,751.34,143,Other Segments
14385,41,143,888.9387,143,Other Segments
11975,15,15,159.99,143,Other Segments
21816,31,31,83.47,143,Other Segments
29201,31,31,756.33,143,Other Segments
29991,1,69,575.0442,143,Other Segments
16758,58,58,742.35,143,Other Segments
21378,15,15,78.98,143,Other Segments
22400,71,71,556.26,143,Other Segments
12413,42,42,120,143,Other Segments
16220,8,8,562.96,143,Other Segments
18753,23,23,123.98,143,Other Segments
29055,62,62,765.32,143,Other Segments
28786,66,66,127.95,143,Other Segments
24956,25,25,751.34,143,Other Segments
14577,23,23,806.76,143,Other Segments
24687,53,53,91.58,143,Other Segments
17671,49,49,565.47,143,Other Segments
20307,53,53,119.98,143,Other Segments
14640,5,5,812.42,143,Other Segments
14139,36,36,819.48,143,Other Segments
11285,5,5,125.47,143,Other Segments
22168,64,64,553.97,143,Other Segments
18278,16,57,79.475,143,Other Segments
26914,42,42,588.96,143,Other Segments
15507,3,61,89.28,143,Other Segments
17027,58,60,76.9666,143,Other Segments
23313,3,3,724.47,143,Other Segments
22231,63,63,608.96,143,Other Segments
14960,60,60,621.96,143,Other Segments
29175,26,26,756.33,143,Other Segments
29567,1,61,710.192,143,Other Segments
13337,56,56,180.98,143,Other Segments
22471,9,9,561.48,143,Other Segments
29630,1,92,732.078,143,Other Segments
22205,12,12,120.48,143,Other Segments
12945,12,38,94.225,143,Other Segments
14937,53,53,777.34,143,Other Segments
26321,26,26,553.97,143,Other Segments
14396,15,15,76.96,143,Other Segments
27363,23,23,132.97,143,Other Segments
14379,62,157,927.4537,143,Other Segments
26885,54,54,574.98,143,Other Segments
22408,56,56,588.96,143,Other Segments
12530,34,55,87.64,143,Other Segments
14694,58,73,78.47,143,Other Segments
19085,35,35,75.97,143,Other Segments
21312,2,2,94.97,143,Other Segments
18936,59,59,839.48,143,Other Segments
16480,34,34,75.97,143,Other Segments
28382,46,46,786.33,143,Other Segments
23058,1,1,588.96,143,Other Segments
26367,39,39,78.48,143,Other Segments
20582,5,5,142.45,143,Other Segments
27326,15,15,83.97,143,Other Segments
13171,56,91,95.985,143,Other Segments
19062,6,6,79.95,143,Other Segments
20974,30,30,126.28,143,Other Segments
19208,23,23,98.96,143,Other Segments
26931,53,53,561.48,143,Other Segments
23324,25,25,548.98,143,Other Segments
23387,53,53,93.96,143,Other Segments
26719,15,15,127.95,143,Other Segments
29902,63,77,448.077,143,Other Segments
15109,49,49,119.98,143,Other Segments
23622,41,41,572.26,143,Other Segments
17124,49,49,562.96,143,Other Segments
19248,1,1,147.28,143,Other Segments
23178,41,41,539.99,143,Other Segments
29650,32,72,499.342,143,Other Segments
22119,65,65,563.77,143,Other Segments
13085,53,53,646.45,143,Other Segments
14565,39,39,804.48,143,Other Segments
22580,59,59,607.96,143,Other Segments
22972,65,65,539.99,143,Other Segments
22872,14,14,539.99,143,Other Segments
25989,62,62,562.96,143,Other Segments
11233,54,87,89.715,143,Other Segments
23101,14,14,613.45,143,Other Segments
19165,64,64,633.96,143,Other Segments
23264,11,11,539.99,143,Other Segments
26510,64,64,742.35,143,Other Segments
17498,46,46,565.47,143,Other Segments
29128,61,61,771.34,143,Other Segments
19018,28,28,133.49,143,Other Segments
29174,13,13,756.33,143,Other Segments
27677,10,10,84.47,143,Other Segments
27362,58,123,703.725,143,Other Segments
14581,31,31,863.95,143,Other Segments
19310,57,57,828.47,143,Other Segments
28859,64,64,777.34,143,Other Segments
23217,29,29,563.77,143,Other Segments
27007,14,14,113.96,143,Other Segments
14415,35,145,884.9637,143,Other Segments
19888,8,8,119.98,143,Other Segments
13811,34,34,819.48,143,Other Segments
14398,35,146,902.4587,143,Other Segments
21136,53,53,106.93,143,Other Segments
19662,7,7,75.97,143,Other Segments
22579,60,60,548.98,143,Other Segments
22410,38,38,539.99,143,Other Segments
29503,1,69,975.2859,143,Other Segments
29835,1,69,857.7894,143,Other Segments
16562,38,38,819.48,143,Other Segments
11358,53,53,848.47,143,Other Segments
26947,59,59,624.97,143,Other Segments
28321,36,36,599.47,143,Other Segments
30064,63,63,785.958,143,Other Segments
13983,6,73,90.205,143,Other Segments
28421,50,50,776.33,143,Other Segments
17229,18,18,893.47,143,Other Segments
12251,13,13,549.98,143,Other Segments
20930,3,127,793.73,143,Other Segments
14979,60,60,604.96,143,Other Segments
22224,52,52,624.95,143,Other Segments
14352,22,22,85.48,143,Other Segments
22264,52,52,89.97,143,Other Segments
29735,63,77,91.332,143,Other Segments
26592,67,67,78.98,143,Other Segments
23864,3,3,84.97,143,Other Segments
19473,61,136,958.73,143,Other Segments
13874,8,8,76.97,143,Other Segments
23266,19,19,603.96,143,Other Segments
22719,14,14,567.76,143,Other Segments
29068,59,59,751.34,143,Other Segments
19722,2,2,586.46,143,Other Segments
14000,5,5,84.92,143,Other Segments
23180,33,33,152.28,143,Other Segments
23323,4,4,563.77,143,Other Segments
22782,10,10,567.76,143,Other Segments
29752,1,46,430.347,143,Other Segments
14249,63,63,96.46,143,Other Segments
25633,15,15,110.46,143,Other Segments
28879,19,19,102.96,143,Other Segments
13164,32,32,100.46,143,Other Segments
26941,43,43,777.34,143,Other Segments
23154,48,48,563.77,143,Other Segments
29417,22,22,195.27,143,Other Segments
29168,9,9,765.32,143,Other Segments
22627,37,37,588.96,143,Other Segments
29019,60,60,777.34,143,Other Segments
23898,18,18,603.49,143,Other Segments
19851,60,60,123.98,143,Other Segments
26944,51,51,553.97,143,Other Segments
29838,63,84,558.9585,143,Other Segments
14223,45,29,77.97,143,Other Segments
19719,29,29,659.94,143,Other Segments
19696,60,60,597.26,143,Other Segments
28352,24,24,562.96,143,Other Segments
16599,44,44,144.47,143,Other Segments
27356,56,124,668.48,143,Other Segments
14787,4,4,94.48,143,Other Segments
30084,32,72,451.062,143,Other Segments
14137,33,33,819.48,143,Other Segments
24565,16,16,574.98,143,Other Segments
17492,42,42,84.47,143,Other Segments
22753,3,3,724.47,143,Other Segments
27897,68,68,750.3,143,Other Segments
26214,65,65,553.97,143,Other Segments
22576,51,51,539.99,143,Other Segments
27359,33,127,672.235,143,Other Segments
26575,46,46,841.31,143,Other Segments
16021,35,35,539.99,143,Other Segments
17601,37,86,112.71,143,Other Segments
17664,58,58,624.95,143,Other Segments
24265,11,11,96.07,143,Other Segments
22407,55,55,574.98,143,Other Segments
19659,46,46,557.26,143,Other Segments
28318,36,36,574.98,143,Other Segments
28487,35,35,805.33,143,Other Segments
14378,61,159,904.6987,143,Other Segments
12566,62,62,88.97,143,Other Segments
19436,59,144,971.35,143,Other Segments
23183,28,28,548.98,143,Other Segments
27428,33,33,94.48,143,Other Segments
27734,57,57,119.98,143,Other Segments
17518,37,37,539.99,143,Other Segments
19098,21,21,119.95,143,Other Segments
27511,7,7,548.98,143,Other Segments
23097,2,2,588.96,143,Other Segments
13041,43,59,76.975,143,Other Segments
24826,22,22,96.07,143,Other Segments
27365,43,128,685.975,143,Other Segments
29048,41,41,777.34,143,Other Segments
14458,15,15,78.98,143,Other Segments
29606,32,76,439.638,143,Other Segments
23177,51,51,553.97,143,Other Segments
24886,33,33,80.47,143,Other Segments
21640,12,12,123.96,143,Other Segments
26509,67,67,751.34,143,Other Segments
22573,53,53,539.99,143,Other Segments
29065,49,49,777.34,143,Other Segments
22722,12,12,562.96,143,Other Segments
25991,55,55,663.96,143,Other Segments
22118,6,6,579.97,143,Other Segments
18975,56,56,89.97,143,Other Segments
26964,58,58,751.34,143,Other Segments
14418,57,152,964.4637,143,Other Segments
29612,63,77,816.612,143,Other Segments
15892,35,138,700.73,143,Other Segments
21952,65,65,99.47,143,Other Segments
14335,64,64,804.48,143,Other Segments
16353,53,53,106.96,143,Other Segments
29443,36,36,88.98,143,Other Segments
19373,27,27,89.97,143,Other Segments
18683,55,55,78.98,143,Other Segments
11713,25,25,128.97,143,Other Segments
17123,46,46,562.96,143,Other Segments
28484,65,65,778.62,143,Other Segments
17501,23,23,120,143,Other Segments
15108,54,54,88.97,143,Other Segments
29881,63,77,630.807,143,Other Segments
19224,27,35,84.02,143,Other Segments
29111,55,55,811.32,143,Other Segments
12672,45,35,127.3233,143,Other Segments
23200,56,56,91.95,143,Other Segments
26048,7,7,191.27,143,Other Segments
19642,46,51,48.475,142,Other Segments
28447,64,64,69.99,142,Other Segments
11086,30,30,53.98,142,Other Segments
14810,58,58,39.99,142,Other Segments
19101,14,14,58.47,142,Other Segments
11667,28,28,53.99,142,Other Segments
12569,11,11,74.98,142,Other Segments
16333,58,58,56.97,142,Other Segments
28570,28,28,67.49,142,Other Segments
14567,40,92,73.15,142,Other Segments
19894,63,63,69.99,142,Other Segments
18666,35,35,58.98,142,Other Segments
24531,13,13,67.49,142,Other Segments
13147,56,56,74.98,142,Other Segments
14358,3,3,45.95,142,Other Segments
11501,20,25,37.638,142,Other Segments
12334,49,49,44.22,142,Other Segments
21726,18,18,41.95,142,Other Segments
14295,65,65,56.97,142,Other Segments
30004,1,46,41.994,142,Other Segments
15895,38,38,61.96,142,Other Segments
27840,63,63,48.97,142,Other Segments
11235,28,28,74.98,142,Other Segments
21514,62,62,69.97,142,Other Segments
18912,55,55,69.99,142,Other Segments
17186,28,21,38.635,142,Other Segments
12835,60,60,39.98,142,Other Segments
12984,70,59,43.7433,142,Other Segments
15148,55,66,45.375,142,Other Segments
25341,36,36,64.97,142,Other Segments
25882,64,64,64.97,142,Other Segments
17226,57,51,54.985,142,Other Segments
14521,14,14,63.97,142,Other Segments
24196,14,14,39.98,142,Other Segments
12294,71,71,53.99,142,Other Segments
12068,27,27,58.98,142,Other Segments
25699,56,56,47.97,142,Other Segments
15958,70,70,68.49,142,Other Segments
20435,16,16,49.97,142,Other Segments
26346,39,39,64.97,142,Other Segments
20349,28,28,69.99,142,Other Segments
20595,22,22,69.97,142,Other Segments
19619,13,74,56.375,142,Other Segments
13880,25,25,71.97,142,Other Segments
22928,49,49,58.98,142,Other Segments
16542,23,23,39.98,142,Other Segments
15377,50,79,48.955,142,Other Segments
20243,71,71,60.47,142,Other Segments
11192,39,39,38.98,142,Other Segments
26675,13,13,68.97,142,Other Segments
15045,7,7,49.48,142,Other Segments
11507,5,18,43.42,142,Other Segments
11215,13,13,72.8566,142,Other Segments
24651,56,56,71.58,142,Other Segments
21405,35,35,74.98,142,Other Segments
11847,34,34,74.98,142,Other Segments
14097,7,7,56.97,142,Other Segments
11369,27,27,58.98,142,Other Segments
11581,23,42,41.805,142,Other Segments
27419,54,54,69.99,142,Other Segments
20801,42,42,74.98,142,Other Segments
19805,39,39,69.99,142,Other Segments
22553,26,26,48.97,142,Other Segments
11169,67,67,38.98,142,Other Segments
16198,22,43,57.48,142,Other Segments
26712,1,1,42.97,142,Other Segments
18199,30,31,49.97,142,Other Segments
11229,5,5,42.28,142,Other Segments
25859,48,48,64.97,142,Other Segments
23772,17,17,38.98,142,Other Segments
13267,66,56,39.985,142,Other Segments
26085,45,45,64.47,142,Other Segments
19633,47,47,59.98,142,Other Segments
17077,23,76,69.225,142,Other Segments
13659,57,57,65.96,142,Other Segments
23569,13,13,39.98,142,Other Segments
25003,46,46,49.48,142,Other Segments
14724,40,36,40.765,142,Other Segments
13708,24,52,41.3133,142,Other Segments
16625,29,51,40.905,142,Other Segments
11716,62,62,42.28,142,Other Segments
19519,60,60,38.98,142,Other Segments
21580,51,51,44.91,142,Other Segments
25069,38,38,71.58,142,Other Segments
22098,34,34,69.97,142,Other Segments
26804,38,38,44.22,142,Other Segments
15772,13,13,39.98,142,Other Segments
19825,46,46,69.99,142,Other Segments
24262,38,38,38.88,142,Other Segments
13920,9,38,66,142,Other Segments
12895,62,83,61.605,142,Other Segments
13193,26,26,71.97,142,Other Segments
12111,22,22,74.98,142,Other Segments
12752,17,13,61.985,142,Other Segments
21972,65,65,40.23,142,Other Segments
27219,66,66,67.49,142,Other Segments
11922,13,41,65.13,142,Other Segments
12377,38,38,49.99,142,Other Segments
14375,30,30,39.98,142,Other Segments
23197,2,2,38.98,142,Other Segments
23761,40,40,68.97,142,Other Segments
17810,66,79,43.97,142,Other Segments
19645,41,59,67.22,142,Other Segments
17292,44,44,40.23,142,Other Segments
13505,3,27,63.965,142,Other Segments
26881,12,12,42.97,142,Other Segments
13791,57,57,71.58,142,Other Segments
15165,24,24,39.98,142,Other Segments
14504,10,10,42.28,142,Other Segments
16731,19,75,58.465,142,Other Segments
17060,18,18,69.97,142,Other Segments
14212,54,41,41.13,142,Other Segments
22556,19,19,60.47,142,Other Segments
25782,65,65,58.98,142,Other Segments
28338,57,57,47.97,142,Other Segments
11066,62,62,42.28,142,Other Segments
22364,14,14,45.22,142,Other Segments
13751,42,42,68.97,142,Other Segments
21328,24,24,49.97,142,Other Segments
12563,31,15,59.48,142,Other Segments
26552,41,41,47.96,142,Other Segments
24992,57,57,42.84,142,Other Segments
20515,42,42,74.46,142,Other Segments
24929,46,46,64.97,142,Other Segments
22204,17,17,42.28,142,Other Segments
15955,53,53,39.98,142,Other Segments
23241,49,49,69.97,142,Other Segments
14296,65,65,45.95,142,Other Segments
27409,43,43,60.47,142,Other Segments
16463,51,51,59.91,142,Other Segments
21458,47,47,49.97,142,Other Segments
21790,53,53,74.46,142,Other Segments
15939,30,30,39.98,142,Other Segments
13675,46,46,49.97,142,Other Segments
20161,36,36,38.98,142,Other Segments
15441,60,60,38.635,142,Other Segments
20124,54,54,69.99,142,Other Segments
20147,43,43,37.97,142,Other Segments
13483,11,11,56.97,142,Other Segments
20064,44,44,38.98,142,Other Segments
13048,49,32,55.625,142,Other Segments
17459,36,36,59.98,142,Other Segments
19623,57,57,60.47,142,Other Segments
25182,42,42,67.59,142,Other Segments
28236,6,6,60.47,142,Other Segments
14319,31,31,74.48,142,Other Segments
22371,4,4,39.98,142,Other Segments
15879,56,58,63.48,142,Other Segments
16875,38,38,39.98,142,Other Segments
15816,60,53,62.6733,142,Other Segments
15853,35,35,59.98,142,Other Segments
23184,65,65,45.22,142,Other Segments
21515,56,56,49.48,142,Other Segments
24658,71,71,38.88,142,Other Segments
11674,63,63,53.99,142,Other Segments
24973,58,58,71.58,142,Other Segments
17711,27,27,69.97,142,Other Segments
18644,23,84,67.72,142,Other Segments
16380,7,7,71.97,142,Other Segments
20018,47,47,69.99,142,Other Segments
25740,47,47,53.99,142,Other Segments
17250,29,29,62.98,142,Other Segments
16709,7,5,71.97,142,Other Segments
15235,38,38,72.93,142,Other Segments
17227,53,47,41.985,142,Other Segments
13981,12,44,62.105,142,Other Segments
22746,15,15,40.23,142,Other Segments
13901,51,51,66.96,142,Other Segments
15375,23,23,67.93,142,Other Segments
17791,50,50,64.97,142,Other Segments
21890,5,5,39.99,142,Other Segments
17837,6,6,73.96,142,Other Segments
16935,23,23,54.98,142,Other Segments
17061,17,9,43.135,142,Other Segments
21452,33,33,49.97,142,Other Segments
24243,47,47,48.97,142,Other Segments
13486,57,50,52.48,142,Other Segments
11651,34,37,51.235,142,Other Segments
11660,33,21,50.185,142,Other Segments
22629,56,56,59.98,142,Other Segments
11262,30,14,44.3772,142,Other Segments
28225,27,27,60.47,142,Other Segments
20565,23,23,64.97,142,Other Segments
12928,71,67,64.23,142,Other Segments
16950,9,31,70.3366,142,Other Segments
11723,52,60,39.9833,142,Other Segments
16091,36,36,39.98,142,Other Segments
23253,23,23,39.98,142,Other Segments
22360,5,5,58.95,142,Other Segments
11331,7,8,44.7435,142,Other Segments
16174,44,60,70.225,142,Other Segments
25474,7,7,38.98,142,Other Segments
28978,22,22,63.97,142,Other Segments
13641,55,68,72.37,142,Other Segments
19045,66,66,48.97,142,Other Segments
27458,30,30,68.97,142,Other Segments
19191,54,54,74.98,142,Other Segments
14508,65,65,54.98,142,Other Segments
11829,41,70,65.47,142,Other Segments
27329,47,47,39.98,142,Other Segments
12848,64,64,73.96,142,Other Segments
29164,53,53,67.49,142,Other Segments
14265,29,15,48.625,142,Other Segments
13615,35,92,43.465,142,Other Segments
20107,8,8,69.99,142,Other Segments
13137,43,42,59.3133,142,Other Segments
15098,7,7,38.88,142,Other Segments
23791,32,32,71.58,142,Other Segments
13781,44,29,54.98,142,Other Segments
12430,13,34,74.6433,142,Other Segments
24624,19,19,38.88,142,Other Segments
11248,18,18,38.47,142,Other Segments
25503,25,25,48.97,142,Other Segments
11700,53,90,68.98,142,Other Segments
11116,20,69,70.375,142,Other Segments
11869,22,67,37.28,142,Other Segments
28640,9,9,69.99,142,Other Segments
18776,62,62,67.97,142,Other Segments
21693,62,62,44.98,142,Other Segments
13535,11,11,44.22,142,Other Segments
21303,4,4,68.97,142,Other Segments
11545,19,19,53.99,142,Other Segments
11737,15,84,38.635,142,Other Segments
28187,19,19,39.98,142,Other Segments
26713,57,57,58.47,142,Other Segments
12106,49,49,37.29,142,Other Segments
15681,39,90,52.78,142,Other Segments
16371,47,47,54.98,142,Other Segments
22714,37,37,71.95,142,Other Segments
13603,52,66,66.97,142,Other Segments
14536,29,29,68.49,142,Other Segments
13503,71,52,50.625,142,Other Segments
27466,53,53,66.97,142,Other Segments
23536,51,51,39.98,142,Other Segments
16543,15,15,39.98,142,Other Segments
22162,57,57,69.97,142,Other Segments
25116,63,63,39.98,142,Other Segments
24970,47,47,38.88,142,Other Segments
16082,35,35,39.98,142,Other Segments
23221,19,19,38.98,142,Other Segments
11176,4,12,46.6846,142,Other Segments
25677,41,41,59.98,142,Other Segments
20957,41,41,38.98,142,Other Segments
11502,21,26,71.5471,142,Other Segments
12498,33,33,39.99,142,Other Segments
15392,51,51,39.98,142,Other Segments
18449,28,82,50.47,142,Other Segments
14035,5,5,65.96,142,Other Segments
16434,60,60,69.97,142,Other Segments
18927,25,25,56.97,142,Other Segments
21821,5,5,48.97,142,Other Segments
21844,4,4,39.98,142,Other Segments
22574,59,59,69.99,142,Other Segments
13228,6,6,56.97,142,Other Segments
27380,68,68,69.99,142,Other Segments
29372,40,40,39.99,142,Other Segments
14825,43,43,61.45,142,Other Segments
12269,35,35,43.98,142,Other Segments
27065,31,31,68.97,142,Other Segments
17619,42,42,71.97,142,Other Segments
21131,36,36,39.98,142,Other Segments
18306,9,23,43.885,142,Other Segments
22073,70,70,74.46,142,Other Segments
13268,7,56,58.7433,142,Other Segments
11771,8,61,47.24,142,Other Segments
14184,3,59,52.62,142,Other Segments
27938,20,20,38.98,142,Other Segments
13331,20,20,65.96,142,Other Segments
27157,51,51,60.47,142,Other Segments
16314,30,72,55.975,142,Other Segments
14376,2,2,71.97,142,Other Segments
15773,5,5,64.47,142,Other Segments
23284,9,9,39.98,142,Other Segments
22497,61,61,58.98,142,Other Segments
21661,35,35,58.98,142,Other Segments
12799,40,40,39.98,142,Other Segments
29321,68,68,49.97,142,Other Segments
14173,68,68,38.88,142,Other Segments
16586,7,7,69.99,142,Other Segments
12195,5,35,62.205,142,Other Segments
22351,43,43,69.97,142,Other Segments
15378,1,80,73.47,142,Other Segments
24947,60,60,39.98,142,Other Segments
28342,26,26,69.99,142,Other Segments
27718,51,51,58.98,142,Other Segments
14233,6,14,39.485,142,Other Segments
17087,5,6,37.605,142,Other Segments
29338,8,8,39.98,142,Other Segments
24080,4,4,53.98,142,Other Segments
23367,46,46,69.97,142,Other Segments
12135,31,42,42.495,142,Other Segments
12006,3,29,48.2466,142,Other Segments
16165,23,23,45.22,142,Other Segments
16397,1,1,64.97,142,Other Segments
14917,24,24,64.47,142,Other Segments
19231,34,34,69.99,142,Other Segments
15942,10,12,49.96,142,Other Segments
19082,28,28,39.98,142,Other Segments
12278,40,40,49.99,142,Other Segments
14857,68,81,43.985,142,Other Segments
11150,17,42,64.14,142,Other Segments
26702,39,39,68.97,142,Other Segments
15172,35,59,48.4933,142,Other Segments
11342,20,20,48.97,142,Other Segments
19709,32,32,69.97,142,Other Segments
14854,3,3,63.97,142,Other Segments
12627,32,51,55.47,142,Other Segments
11820,55,57,42.58,142,Other Segments
18727,19,19,53.99,142,Other Segments
16085,30,58,47.8433,142,Other Segments
20084,70,70,38.88,142,Other Segments
22076,67,67,65.95,142,Other Segments
11717,68,68,53.99,142,Other Segments
13569,62,62,48.97,142,Other Segments
25494,16,16,39.98,142,Other Segments
13669,69,51,51.215,142,Other Segments
11505,18,13,52.8833,142,Other Segments
28943,31,31,49.97,142,Other Segments
17081,25,25,74.98,142,Other Segments
11734,25,20,67.89,142,Other Segments
11631,52,19,46.1688,142,Other Segments
18100,15,15,59.98,142,Other Segments
18074,13,13,58.98,142,Other Segments
22588,23,23,48.97,142,Other Segments
11519,1,10,44.5653,142,Other Segments
14665,19,20,40.63,142,Other Segments
15970,65,65,39.98,142,Other Segments
17682,24,24,68.49,142,Other Segments
16700,37,22,46.485,142,Other Segments
16016,29,29,47.96,142,Other Segments
21074,38,38,43.97,142,Other Segments
17244,35,51,43.135,142,Other Segments
18658,6,6,58.98,142,Other Segments
11579,1,1,43.98,142,Other Segments
20301,70,70,69.99,142,Other Segments
19800,41,41,69.99,142,Other Segments
18764,12,12,69.99,142,Other Segments
19909,63,63,63.97,142,Other Segments
13245,25,25,46.47,142,Other Segments
24821,10,10,42.84,142,Other Segments
20132,52,52,69.97,142,Other Segments
17052,43,51,48.46,142,Other Segments
13185,11,34,37.46,142,Other Segments
21635,41,41,73.96,142,Other Segments
19969,56,91,49.225,142,Other Segments
20507,48,48,49.97,142,Other Segments
11851,46,46,49.99,142,Other Segments
12933,33,20,71.475,142,Other Segments
26670,57,57,69.99,142,Other Segments
18492,31,31,56.97,142,Other Segments
29226,14,14,38.98,142,Other Segments
11874,13,13,64.26,142,Other Segments
20155,33,33,59.98,142,Other Segments
25110,6,6,39.98,142,Other Segments
17991,8,8,73.96,142,Other Segments
28754,1,1,68.97,142,Other Segments
24961,28,28,71.58,142,Other Segments
11436,43,35,40.88,142,Other Segments
14971,59,59,39.98,142,Other Segments
14659,66,66,39.98,142,Other Segments
11662,26,43,50.135,142,Other Segments
17699,30,30,67.93,142,Other Segments
16720,31,31,39.98,142,Other Segments
12329,71,71,68.97,142,Other Segments
21157,53,53,49.97,142,Other Segments
14954,13,13,70.95,142,Other Segments
25422,40,40,71.58,142,Other Segments
27314,15,15,68.97,142,Other Segments
23567,49,49,39.98,142,Other Segments
14307,17,54,65.42,142,Other Segments
11253,16,13,39.4736,142,Other Segments
20341,4,4,56.97,142,Other Segments
12183,23,40,57.105,142,Other Segments
28977,63,63,74.98,142,Other Segments
12166,21,21,37.29,142,Other Segments
23527,62,62,56.97,142,Other Segments
16182,71,71,58.98,142,Other Segments
15206,62,62,63.97,142,Other Segments
11960,4,64,37.49,142,Other Segments
11891,32,73,54.985,142,Other Segments
13334,1,1,71.95,142,Other Segments
23650,66,66,39.98,142,Other Segments
26478,15,15,49.48,142,Other Segments
24557,64,64,69.97,142,Other Segments
27497,49,49,37.29,142,Other Segments
24016,11,11,44.22,142,Other Segments
21397,15,15,49.97,142,Other Segments
14152,7,7,71.97,142,Other Segments
16943,30,30,37.93,142,Other Segments
15572,29,29,49.97,142,Other Segments
11078,13,13,54.0691,142,Other Segments
14968,2,2,48.97,142,Other Segments
11619,6,24,39.4242,142,Other Segments
